"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2020年06月22日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A110101","","A110102","","A1301","","A130101","","A130102","","A1302","","A130201","","A130202","","A1303","","A130301","","A130302",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A110101_総人口（男）【人】","注釈","A110102_総人口（女）【人】","注釈","A1301_15歳未満人口【人】","注釈","A130101_15歳未満人口（男）【人】","注釈","A130102_15歳未満人口（女）【人】","注釈","A1302_15～64歳人口【人】","注釈","A130201_15～64歳人口（男）【人】","注釈","A130202_15～64歳人口（女）【人】","注釈","A1303_65歳以上人口【人】","注釈","A130301_65歳以上人口（男）【人】","注釈","A130302_65歳以上人口（女）【人】","注釈"
"2015100000","2015年度","35321","山口県 和木町","","6,285","","3,097","","3,188","","1,044","","515","","529","","3,666","","1,903","","1,763","","1,570","","676","","894",""
"2015100000","2015年度","35341","山口県 上関町","","2,803","","1,283","","1,520","","173","","88","","85","","1,126","","591","","535","","1,504","","604","","900",""
"2015100000","2015年度","35343","山口県 田布施町","","15,317","","7,242","","8,075","","1,875","","945","","930","","8,250","","4,090","","4,160","","5,153","","2,182","","2,971",""
"2015100000","2015年度","35344","山口県 平生町","","12,798","","5,906","","6,892","","1,314","","651","","663","","6,395","","3,151","","3,244","","5,058","","2,092","","2,966",""
"2015100000","2015年度","35502","山口県 阿武町","","3,463","","1,550","","1,913","","305","","164","","141","","1,550","","775","","775","","1,608","","611","","997",""
"2015100000","2015年度","36201","徳島県 徳島市","","258,554","","123,014","","135,540","","29,732","","15,206","","14,526","","151,895","","74,188","","77,707","","69,378","","29,428","","39,950",""
"2015100000","2015年度","36202","徳島県 鳴門市","","59,101","","28,125","","30,976","","6,600","","3,431","","3,169","","33,763","","16,649","","17,114","","18,448","","7,910","","10,538",""
"2015100000","2015年度","36203","徳島県 小松島市","","38,755","","18,680","","20,075","","4,456","","2,292","","2,164","","22,238","","11,210","","11,028","","11,934","","5,089","","6,845",""
"2015100000","2015年度","36204","徳島県 阿南市","","73,019","","35,344","","37,675","","9,365","","4,767","","4,598","","41,090","","20,796","","20,294","","22,250","","9,593","","12,657",""
"2015100000","2015年度","36205","徳島県 吉野川市","","41,466","","19,384","","22,082","","4,434","","2,203","","2,231","","22,486","","10,955","","11,531","","14,336","","6,099","","8,237",""
"2015100000","2015年度","36206","徳島県 阿波市","","37,202","","17,611","","19,591","","4,134","","2,100","","2,034","","20,593","","10,107","","10,486","","12,427","","5,382","","7,045",""
"2015100000","2015年度","36207","徳島県 美馬市","","30,501","","14,443","","16,058","","3,084","","1,601","","1,483","","16,526","","8,323","","8,203","","10,796","","4,456","","6,340",""
"2015100000","2015年度","36208","徳島県 三好市","","26,836","","12,483","","14,353","","2,326","","1,248","","1,078","","13,500","","6,844","","6,656","","10,992","","4,382","","6,610",""
"2015100000","2015年度","36301","徳島県 勝浦町","","5,301","","2,515","","2,786","","504","","274","","230","","2,696","","1,345","","1,351","","2,101","","896","","1,205",""
"2015100000","2015年度","36302","徳島県 上勝町","","1,545","","741","","804","","111","","54","","57","","593","","316","","277","","841","","371","","470",""
"2015100000","2015年度","36321","徳島県 佐那河内村","","2,289","","1,099","","1,190","","194","","113","","81","","1,107","","542","","565","","988","","444","","544",""
"2015100000","2015年度","36341","徳島県 石井町","","25,590","","12,106","","13,484","","3,232","","1,672","","1,560","","14,463","","6,971","","7,492","","7,670","","3,317","","4,353",""
"2015100000","2015年度","36342","徳島県 神山町","","5,300","","2,494","","2,806","","300","","171","","129","","2,378","","1,230","","1,148","","2,622","","1,093","","1,529",""
"2015100000","2015年度","36368","徳島県 那賀町","","8,402","","3,973","","4,429","","698","","371","","327","","3,731","","1,938","","1,793","","3,914","","1,636","","2,278",""
"2015100000","2015年度","36383","徳島県 牟岐町","","4,259","","1,965","","2,294","","336","","177","","159","","1,880","","934","","946","","2,043","","854","","1,189",""
"2015100000","2015年度","36387","徳島県 美波町","","7,092","","3,302","","3,790","","579","","287","","292","","3,305","","1,674","","1,631","","3,208","","1,341","","1,867",""
"2015100000","2015年度","36388","徳島県 海陽町","","9,283","","4,351","","4,932","","818","","441","","377","","4,451","","2,194","","2,257","","3,987","","1,701","","2,286",""
"2015100000","2015年度","36401","徳島県 松茂町","","15,204","","7,585","","7,619","","2,100","","1,050","","1,050","","9,388","","4,879","","4,509","","3,568","","1,545","","2,023",""
"2015100000","2015年度","36402","徳島県 北島町","","22,446","","10,826","","11,620","","3,392","","1,755","","1,637","","13,480","","6,598","","6,882","","5,385","","2,391","","2,994",""
"2015100000","2015年度","36403","徳島県 藍住町","","34,626","","16,574","","18,052","","5,361","","2,764","","2,597","","21,445","","10,312","","11,133","","7,591","","3,367","","4,224",""
"2015100000","2015年度","36404","徳島県 板野町","","13,358","","6,355","","7,003","","1,451","","773","","678","","7,851","","3,869","","3,982","","4,019","","1,699","","2,320",""
"2015100000","2015年度","36405","徳島県 上板町","","12,039","","5,721","","6,318","","1,344","","684","","660","","6,777","","3,315","","3,462","","3,778","","1,648","","2,130",""
"2015100000","2015年度","36468","徳島県 つるぎ町","","8,927","","4,140","","4,787","","749","","395","","354","","4,308","","2,203","","2,105","","3,869","","1,541","","2,328",""
"2015100000","2015年度","36489","徳島県 東みよし町","","14,638","","6,959","","7,679","","1,730","","875","","855","","8,115","","4,083","","4,032","","4,769","","1,985","","2,784",""
"2015100000","2015年度","37201","香川県 高松市","","420,748","","205,049","","215,699","","55,082","","28,198","","26,884","","240,958","","119,806","","121,152","","109,369","","47,398","","61,971",""
"2015100000","2015年度","37202","香川県 丸亀市","","110,010","","53,183","","56,827","","15,054","","7,663","","7,391","","63,441","","31,703","","31,738","","29,572","","12,764","","16,808",""
"2015100000","2015年度","37203","香川県 坂出市","","53,164","","25,359","","27,805","","6,264","","3,230","","3,034","","28,511","","14,257","","14,254","","18,133","","7,699","","10,434",""
"2015100000","2015年度","37204","香川県 善通寺市","","32,927","","16,315","","16,612","","4,215","","2,174","","2,041","","19,074","","10,012","","9,062","","9,497","","4,046","","5,451",""
"2015100000","2015年度","37205","香川県 観音寺市","","59,409","","28,443","","30,966","","7,162","","3,741","","3,421","","32,838","","16,396","","16,442","","18,983","","8,069","","10,914",""
"2015100000","2015年度","37206","香川県 さぬき市","","50,272","","24,148","","26,124","","5,405","","2,770","","2,635","","27,539","","13,856","","13,683","","17,044","","7,370","","9,674",""
"2015100000","2015年度","37207","香川県 東かがわ市","","31,031","","14,695","","16,336","","2,983","","1,530","","1,453","","15,752","","7,826","","7,926","","12,244","","5,298","","6,946",""
"2015100000","2015年度","37208","香川県 三豊市","","65,524","","31,274","","34,250","","7,754","","3,926","","3,828","","35,192","","17,639","","17,553","","22,441","","9,645","","12,796",""
"2015100000","2015年度","37322","香川県 土庄町","","14,002","","6,556","","7,446","","1,372","","712","","660","","7,292","","3,614","","3,678","","5,337","","2,230","","3,107",""
"2015100000","2015年度","37324","香川県 小豆島町","","14,862","","7,040","","7,822","","1,351","","736","","615","","7,375","","3,729","","3,646","","6,136","","2,575","","3,561",""
"2015100000","2015年度","37341","香川県 三木町","","27,684","","13,295","","14,389","","3,452","","1,761","","1,691","","15,697","","7,650","","8,047","","7,817","","3,502","","4,315",""
"2015100000","2015年度","37364","香川県 直島町","","3,139","","1,621","","1,518","","313","","160","","153","","1,750","","980","","770","","1,073","","479","","594",""
"2015100000","2015年度","37386","香川県 宇多津町","","18,952","","9,234","","9,718","","3,069","","1,549","","1,520","","11,986","","5,972","","6,014","","3,627","","1,552","","2,075",""
"2015100000","2015年度","37387","香川県 綾川町","","23,610","","11,421","","12,189","","2,777","","1,443","","1,334","","13,014","","6,528","","6,486","","7,808","","3,442","","4,366",""
"2015100000","2015年度","37403","香川県 琴平町","","9,186","","4,227","","4,959","","926","","489","","437","","4,675","","2,302","","2,373","","3,564","","1,431","","2,133",""
"2015100000","2015年度","37404","香川県 多度津町","","23,366","","11,699","","11,667","","2,908","","1,512","","1,396","","13,138","","6,935","","6,203","","7,132","","3,092","","4,040",""
"2015100000","2015年度","37406","香川県 まんのう町","","18,377","","8,749","","9,628","","2,237","","1,172","","1,065","","9,612","","4,810","","4,802","","6,519","","2,763","","3,756",""
"2015100000","2015年度","38201","愛媛県 松山市","","514,865","","241,656","","273,209","","64,925","","33,250","","31,675","","303,024","","145,012","","158,012","","128,658","","53,350","","75,308",""
"2015100000","2015年度","38202","愛媛県 今治市","","158,114","","74,336","","83,778","","18,816","","9,657","","9,159","","86,057","","42,303","","43,754","","52,636","","22,061","","30,575",""
"2015100000","2015年度","38203","愛媛県 宇和島市","","77,465","","36,006","","41,459","","8,483","","4,394","","4,089","","40,680","","20,022","","20,658","","28,072","","11,440","","16,632",""
"2015100000","2015年度","38204","愛媛県 八幡浜市","","34,951","","16,282","","18,669","","3,558","","1,838","","1,720","","18,209","","9,033","","9,176","","13,058","","5,339","","7,719",""
"2015100000","2015年度","38205","愛媛県 新居浜市","","119,903","","57,551","","62,352","","15,812","","8,159","","7,653","","66,679","","33,691","","32,988","","36,715","","15,228","","21,487",""
"2015100000","2015年度","38206","愛媛県 西条市","","108,174","","51,807","","56,367","","13,857","","7,067","","6,790","","60,473","","30,374","","30,099","","32,793","","13,799","","18,994",""
"2015100000","2015年度","38207","愛媛県 大洲市","","44,086","","21,013","","23,073","","5,370","","2,810","","2,560","","23,586","","11,731","","11,855","","14,715","","6,229","","8,486",""
"2015100000","2015年度","38210","愛媛県 伊予市","","36,827","","17,083","","19,744","","4,609","","2,420","","2,189","","20,602","","9,866","","10,736","","11,556","","4,774","","6,782",""
"2015100000","2015年度","38213","愛媛県 四国中央市","","87,413","","42,596","","44,817","","10,741","","5,517","","5,224","","49,719","","25,415","","24,304","","26,123","","11,134","","14,989",""
"2015100000","2015年度","38214","愛媛県 西予市","","38,919","","18,167","","20,752","","4,199","","2,206","","1,993","","18,830","","9,407","","9,423","","15,867","","6,542","","9,325",""
"2015100000","2015年度","38215","愛媛県 東温市","","34,613","","16,622","","17,991","","4,393","","2,195","","2,198","","20,446","","10,205","","10,241","","9,526","","4,070","","5,456",""
"2015100000","2015年度","38356","愛媛県 上島町","","7,135","","3,677","","3,458","","548","","263","","285","","3,554","","2,095","","1,459","","3,026","","1,313","","1,713",""
"2015100000","2015年度","38386","愛媛県 久万高原町","","8,447","","3,957","","4,490","","728","","372","","356","","3,712","","1,930","","1,782","","3,984","","1,643","","2,341",""
"2015100000","2015年度","38401","愛媛県 松前町","","30,064","","14,139","","15,925","","4,007","","2,049","","1,958","","17,301","","8,382","","8,919","","8,703","","3,672","","5,031",""
"2015100000","2015年度","38402","愛媛県 砥部町","","21,239","","9,995","","11,244","","2,671","","1,373","","1,298","","12,161","","5,846","","6,315","","6,323","","2,743","","3,580",""
"2015100000","2015年度","38422","愛媛県 内子町","","16,742","","7,913","","8,829","","1,904","","990","","914","","8,422","","4,268","","4,154","","6,352","","2,631","","3,721",""
"2015100000","2015年度","38442","愛媛県 伊方町","","9,626","","4,597","","5,029","","839","","424","","415","","4,637","","2,479","","2,158","","4,150","","1,694","","2,456",""
"2015100000","2015年度","38484","愛媛県 松野町","","4,072","","1,887","","2,185","","354","","177","","177","","1,984","","987","","997","","1,726","","720","","1,006",""
"2015100000","2015年度","38488","愛媛県 鬼北町","","10,705","","4,927","","5,778","","1,159","","592","","567","","5,027","","2,479","","2,548","","4,516","","1,856","","2,660",""
"2015100000","2015年度","38506","愛媛県 愛南町","","21,902","","10,169","","11,733","","2,137","","1,096","","1,041","","11,008","","5,424","","5,584","","8,687","","3,603","","5,084",""
"2015100000","2015年度","39201","高知県 高知市","","337,190","","157,002","","180,188","","42,364","","21,515","","20,849","","197,306","","94,817","","102,489","","91,788","","37,320","","54,468",""
"2015100000","2015年度","39202","高知県 室戸市","","13,524","","6,392","","7,132","","1,024","","530","","494","","6,362","","3,251","","3,111","","6,129","","2,606","","3,523",""
"2015100000","2015年度","39203","高知県 安芸市","","17,577","","8,334","","9,243","","1,811","","915","","896","","9,127","","4,600","","4,527","","6,574","","2,781","","3,793",""
"2015100000","2015年度","39204","高知県 南国市","","47,982","","22,724","","25,258","","6,061","","3,110","","2,951","","27,501","","13,623","","13,878","","14,107","","5,820","","8,287",""
"2015100000","2015年度","39205","高知県 土佐市","","27,038","","13,091","","13,947","","3,048","","1,604","","1,444","","14,625","","7,528","","7,097","","9,347","","3,945","","5,402",""
"2015100000","2015年度","39206","高知県 須崎市","","22,606","","11,025","","11,581","","2,280","","1,175","","1,105","","12,096","","6,400","","5,696","","8,184","","3,416","","4,768",""
"2015100000","2015年度","39208","高知県 宿毛市","","20,907","","9,714","","11,193","","2,396","","1,186","","1,210","","11,215","","5,518","","5,697","","7,265","","2,993","","4,272",""
"2015100000","2015年度","39209","高知県 土佐清水市","","13,778","","6,421","","7,357","","1,147","","583","","564","","6,294","","3,138","","3,156","","6,337","","2,700","","3,637",""
"2015100000","2015年度","39210","高知県 四万十市","","34,313","","16,183","","18,130","","4,052","","2,038","","2,014","","18,391","","9,187","","9,204","","11,716","","4,858","","6,858",""
"2015100000","2015年度","39211","高知県 香南市","","32,961","","15,847","","17,114","","4,365","","2,241","","2,124","","18,375","","9,243","","9,132","","10,132","","4,304","","5,828",""
"2015100000","2015年度","39212","高知県 香美市","","27,513","","13,261","","14,252","","2,673","","1,371","","1,302","","14,539","","7,663","","6,876","","10,111","","4,122","","5,989",""
"2015100000","2015年度","39301","高知県 東洋町","","2,584","","1,270","","1,314","","190","","92","","98","","1,233","","667","","566","","1,160","","510","","650",""
"2015100000","2015年度","39302","高知県 奈半利町","","3,326","","1,511","","1,815","","310","","166","","144","","1,584","","782","","802","","1,427","","560","","867",""
"2015100000","2015年度","39303","高知県 田野町","","2,733","","1,290","","1,443","","259","","130","","129","","1,386","","732","","654","","1,088","","428","","660",""
"2015100000","2015年度","39304","高知県 安田町","","2,631","","1,256","","1,375","","203","","113","","90","","1,277","","657","","620","","1,151","","486","","665",""
"2015100000","2015年度","39305","高知県 北川村","","1,294","","607","","687","","140","","68","","72","","604","","316","","288","","550","","223","","327",""
"2015100000","2015年度","39306","高知県 馬路村","","823","","391","","432","","90","","41","","49","","409","","215","","194","","324","","135","","189",""
"2015100000","2015年度","39307","高知県 芸西村","","3,858","","1,802","","2,056","","428","","219","","209","","1,940","","1,000","","940","","1,488","","581","","907",""
"2015100000","2015年度","39341","高知県 本山町","","3,573","","1,726","","1,847","","321","","162","","159","","1,715","","925","","790","","1,537","","639","","898",""
"2015100000","2015年度","39344","高知県 大豊町","","3,962","","1,817","","2,145","","188","","97","","91","","1,559","","847","","712","","2,215","","873","","1,342",""
"2015100000","2015年度","39363","高知県 土佐町","","3,997","","1,869","","2,128","","382","","189","","193","","1,823","","956","","867","","1,792","","724","","1,068",""
"2015100000","2015年度","39364","高知県 大川村","","396","","202","","194","","41","","24","","17","","184","","106","","78","","171","","72","","99",""
"2015100000","2015年度","39386","高知県 いの町","","22,767","","10,797","","11,970","","2,257","","1,166","","1,091","","12,326","","6,138","","6,188","","8,105","","3,450","","4,655",""
"2015100000","2015年度","39387","高知県 仁淀川町","","5,551","","2,602","","2,949","","387","","209","","178","","2,170","","1,166","","1,004","","2,994","","1,227","","1,767",""
"2015100000","2015年度","39401","高知県 中土佐町","","6,840","","3,170","","3,670","","626","","274","","352","","3,273","","1,654","","1,619","","2,941","","1,242","","1,699",""
"2015100000","2015年度","39402","高知県 佐川町","","13,114","","6,158","","6,956","","1,510","","771","","739","","6,657","","3,254","","3,403","","4,947","","2,133","","2,814",""
"2015100000","2015年度","39403","高知県 越知町","","5,795","","2,669","","3,126","","506","","254","","252","","2,659","","1,338","","1,321","","2,629","","1,077","","1,552",""
"2015100000","2015年度","39405","高知県 檮原町","","3,608","","1,750","","1,858","","346","","181","","165","","1,735","","925","","810","","1,527","","644","","883",""
"2015100000","2015年度","39410","高知県 日高村","","5,030","","2,337","","2,693","","472","","233","","239","","2,582","","1,269","","1,313","","1,976","","835","","1,141",""
"2015100000","2015年度","39411","高知県 津野町","","5,794","","2,750","","3,044","","641","","334","","307","","2,747","","1,414","","1,333","","2,406","","1,002","","1,404",""
"2015100000","2015年度","39412","高知県 四万十町","","17,325","","8,197","","9,128","","1,739","","915","","824","","8,224","","4,226","","3,998","","7,323","","3,044","","4,279",""
"2015100000","2015年度","39424","高知県 大月町","","5,095","","2,424","","2,671","","446","","231","","215","","2,409","","1,249","","1,160","","2,240","","944","","1,296",""
"2015100000","2015年度","39427","高知県 三原村","","1,574","","749","","825","","145","","87","","58","","716","","370","","346","","713","","292","","421",""
"2015100000","2015年度","39428","高知県 黒潮町","","11,217","","5,334","","5,883","","1,036","","553","","483","","5,562","","2,848","","2,714","","4,618","","1,933","","2,685",""
"2015100000","2015年度","40100","福岡県 北九州市","","961,286","","452,682","","508,604","","119,448","","61,060","","58,388","","549,397","","269,059","","280,338","","277,120","","113,597","","163,523",""
"2015100000","2015年度","40101","福岡県 北九州市 門司区","","99,637","","45,658","","53,979","","11,224","","5,776","","5,448","","52,241","","25,068","","27,173","","35,060","","14,157","","20,903",""
"2015100000","2015年度","40103","福岡県 北九州市 若松区","","82,844","","39,115","","43,729","","10,733","","5,436","","5,297","","47,023","","23,248","","23,775","","24,896","","10,284","","14,612",""
"2015100000","2015年度","40105","福岡県 北九州市 戸畑区","","59,116","","28,718","","30,398","","6,903","","3,511","","3,392","","34,441","","17,915","","16,526","","17,531","","7,106","","10,425",""
"2015100000","2015年度","40106","福岡県 北九州市 小倉北区","","181,878","","85,098","","96,780","","19,394","","9,847","","9,547","","104,914","","50,783","","54,131","","50,075","","20,189","","29,886",""
"2015100000","2015年度","40107","福岡県 北九州市 小倉南区","","212,850","","101,121","","111,729","","29,924","","15,431","","14,493","","126,427","","61,769","","64,658","","55,703","","23,439","","32,264",""
"2015100000","2015年度","40108","福岡県 北九州市 八幡東区","","68,844","","32,260","","36,584","","7,586","","3,896","","3,690","","37,416","","18,784","","18,632","","23,612","","9,411","","14,201",""
"2015100000","2015年度","40109","福岡県 北九州市 八幡西区","","256,117","","120,712","","135,405","","33,684","","17,163","","16,521","","146,935","","71,492","","75,443","","70,243","","29,011","","41,232",""
"2015100000","2015年度","40130","福岡県 福岡市","","1,538,681","","726,666","","812,015","","199,923","","102,307","","97,616","","996,401","","480,061","","516,340","","312,331","","128,393","","183,938",""
"2015100000","2015年度","40131","福岡県 福岡市 東区","","306,015","","148,974","","157,041","","43,380","","22,148","","21,232","","196,831","","98,243","","98,588","","62,089","","26,328","","35,761",""
"2015100000","2015年度","40132","福岡県 福岡市 博多区","","228,441","","109,199","","119,242","","21,491","","10,919","","10,572","","151,343","","74,276","","77,067","","42,134","","17,171","","24,963",""
"2015100000","2015年度","40133","福岡県 福岡市 中央区","","192,688","","85,822","","106,866","","19,531","","9,843","","9,688","","133,279","","59,480","","73,799","","33,581","","13,163","","20,418",""
"2015100000","2015年度","40134","福岡県 福岡市 南区","","255,797","","119,084","","136,713","","34,626","","17,830","","16,796","","163,562","","77,786","","85,776","","55,430","","22,423","","33,007",""
"2015100000","2015年度","40135","福岡県 福岡市 西区","","206,868","","99,266","","107,602","","31,405","","16,192","","15,213","","129,439","","63,828","","65,611","","44,772","","18,467","","26,305",""
"2015100000","2015年度","40136","福岡県 福岡市 城南区","","130,995","","61,627","","69,368","","16,837","","8,604","","8,233","","84,258","","40,717","","43,541","","28,215","","11,573","","16,642",""
"2015100000","2015年度","40137","福岡県 福岡市 早良区","","217,877","","102,694","","115,183","","32,653","","16,771","","15,882","","137,689","","65,731","","71,958","","46,110","","19,268","","26,842",""
"2015100000","2015年度","40202","福岡県 大牟田市","","117,360","","53,859","","63,501","","12,726","","6,591","","6,135","","62,270","","30,238","","32,032","","40,542","","16,000","","24,542",""
"2015100000","2015年度","40203","福岡県 久留米市","","304,552","","144,971","","159,581","","41,133","","21,106","","20,027","","179,398","","87,557","","91,841","","76,256","","31,709","","44,547",""
"2015100000","2015年度","40204","福岡県 直方市","","57,146","","26,673","","30,473","","7,455","","3,877","","3,578","","31,585","","15,459","","16,126","","17,941","","7,236","","10,705",""
"2015100000","2015年度","40205","福岡県 飯塚市","","129,146","","61,249","","67,897","","16,338","","8,374","","7,964","","74,512","","37,275","","37,237","","37,210","","15,034","","22,176",""
"2015100000","2015年度","40206","福岡県 田川市","","48,441","","21,970","","26,471","","6,278","","3,190","","3,088","","26,553","","12,627","","13,926","","15,480","","6,086","","9,394",""
"2015100000","2015年度","40207","福岡県 柳川市","","67,777","","31,902","","35,875","","8,345","","4,273","","4,072","","38,542","","18,923","","19,619","","20,815","","8,654","","12,161",""
"2015100000","2015年度","40210","福岡県 八女市","","64,408","","30,131","","34,277","","7,604","","3,868","","3,736","","35,223","","17,409","","17,814","","21,451","","8,777","","12,674",""
"2015100000","2015年度","40211","福岡県 筑後市","","48,339","","23,011","","25,328","","7,120","","3,655","","3,465","","28,679","","14,073","","14,606","","12,456","","5,232","","7,224",""
"2015100000","2015年度","40212","福岡県 大川市","","34,838","","16,389","","18,449","","3,668","","1,859","","1,809","","19,579","","9,595","","9,984","","11,456","","4,877","","6,579",""
"2015100000","2015年度","40213","福岡県 行橋市","","70,586","","33,506","","37,080","","9,592","","4,928","","4,664","","41,059","","20,251","","20,808","","19,770","","8,217","","11,553",""
"2015100000","2015年度","40214","福岡県 豊前市","","25,940","","12,107","","13,833","","3,087","","1,568","","1,519","","13,609","","6,702","","6,907","","8,964","","3,685","","5,279",""
"2015100000","2015年度","40215","福岡県 中間市","","41,796","","19,371","","22,425","","4,616","","2,380","","2,236","","22,489","","10,904","","11,585","","14,585","","6,027","","8,558",""
"2015100000","2015年度","40216","福岡県 小郡市","","57,983","","27,203","","30,780","","8,286","","4,257","","4,029","","34,489","","16,500","","17,989","","15,089","","6,380","","8,709",""
"2015100000","2015年度","40217","福岡県 筑紫野市","","101,081","","47,995","","53,086","","14,927","","7,635","","7,292","","62,860","","30,228","","32,632","","23,028","","9,967","","13,061",""
"2015100000","2015年度","40218","福岡県 春日市","","110,743","","53,284","","57,459","","17,497","","9,041","","8,456","","70,196","","33,898","","36,298","","21,576","","9,524","","12,052",""
"2015100000","2015年度","40219","福岡県 大野城市","","99,525","","47,711","","51,814","","15,767","","8,036","","7,731","","63,103","","30,647","","32,456","","20,226","","8,750","","11,476",""
"2015100000","2015年度","40220","福岡県 宗像市","","96,516","","45,944","","50,572","","13,057","","6,709","","6,348","","57,512","","27,811","","29,701","","25,527","","11,142","","14,385",""
"2015100000","2015年度","40221","福岡県 太宰府市","","72,168","","34,108","","38,060","","10,549","","5,406","","5,143","","42,658","","20,428","","22,230","","18,632","","8,062","","10,570",""
"2015100000","2015年度","40223","福岡県 古賀市","","57,959","","27,540","","30,419","","8,266","","4,235","","4,031","","35,455","","17,169","","18,286","","14,123","","6,063","","8,060",""
"2015100000","2015年度","40224","福岡県 福津市","","58,781","","27,244","","31,537","","8,402","","4,263","","4,139","","33,451","","15,812","","17,639","","16,917","","7,164","","9,753",""
"2015100000","2015年度","40225","福岡県 うきは市","","29,509","","13,831","","15,678","","3,823","","1,984","","1,839","","16,272","","8,046","","8,226","","9,414","","3,801","","5,613",""
"2015100000","2015年度","40226","福岡県 宮若市","","28,112","","13,110","","15,002","","3,452","","1,789","","1,663","","15,289","","7,621","","7,668","","9,312","","3,671","","5,641",""
"2015100000","2015年度","40227","福岡県 嘉麻市","","38,743","","17,682","","21,061","","4,416","","2,252","","2,164","","20,479","","10,044","","10,435","","13,828","","5,373","","8,455",""
"2015100000","2015年度","40228","福岡県 朝倉市","","52,444","","24,532","","27,912","","6,307","","3,215","","3,092","","28,952","","14,274","","14,678","","16,607","","6,764","","9,843",""
"2015100000","2015年度","40229","福岡県 みやま市","","38,139","","17,763","","20,376","","4,336","","2,141","","2,195","","20,503","","10,046","","10,457","","13,270","","5,557","","7,713",""
"2015100000","2015年度","40230","福岡県 糸島市","","96,475","","45,599","","50,876","","13,109","","6,692","","6,417","","57,101","","27,621","","29,480","","25,900","","11,106","","14,794",""
"2015100000","2015年度","40231","福岡県 那珂川市","","50,004","","24,105","","25,899","","8,669","","4,399","","4,270","","31,085","","15,181","","15,904","","10,129","","4,452","","5,677",""
"2015100000","2015年度","40341","福岡県 宇美町","","37,927","","19,098","","18,829","","5,529","","2,821","","2,708","","23,538","","12,206","","11,332","","8,845","","4,058","","4,787",""
"2015100000","2015年度","40342","福岡県 篠栗町","","31,210","","14,998","","16,212","","4,971","","2,570","","2,401","","19,029","","9,353","","9,676","","7,165","","3,053","","4,112",""
"2015100000","2015年度","40343","福岡県 志免町","","45,256","","21,624","","23,632","","7,687","","3,908","","3,779","","27,569","","13,525","","14,044","","9,947","","4,152","","5,795",""
"2015100000","2015年度","40344","福岡県 須恵町","","27,263","","13,144","","14,119","","4,423","","2,246","","2,177","","15,705","","7,847","","7,858","","7,066","","3,010","","4,056",""
"2015100000","2015年度","40345","福岡県 新宮町","","30,344","","14,799","","15,545","","6,280","","3,202","","3,078","","19,050","","9,397","","9,653","","4,969","","2,168","","2,801",""
"2015100000","2015年度","40348","福岡県 久山町","","8,225","","3,948","","4,277","","1,302","","668","","634","","4,623","","2,286","","2,337","","2,283","","983","","1,300",""
"2015100000","2015年度","40349","福岡県 粕屋町","","45,360","","22,384","","22,976","","8,503","","4,304","","4,199","","29,125","","14,686","","14,439","","7,641","","3,326","","4,315",""
"2015100000","2015年度","40381","福岡県 芦屋町","","14,208","","6,978","","7,230","","1,935","","960","","975","","8,164","","4,303","","3,861","","4,108","","1,714","","2,394",""
"2015100000","2015年度","40382","福岡県 水巻町","","28,997","","13,492","","15,505","","3,460","","1,738","","1,722","","16,731","","8,133","","8,598","","8,754","","3,593","","5,161",""
"2015100000","2015年度","40383","福岡県 岡垣町","","31,580","","14,769","","16,811","","4,347","","2,245","","2,102","","17,401","","8,398","","9,003","","9,821","","4,120","","5,701",""
"2015100000","2015年度","40384","福岡県 遠賀町","","18,877","","8,918","","9,959","","2,426","","1,206","","1,220","","10,650","","5,144","","5,506","","5,798","","2,566","","3,232",""
"2015100000","2015年度","40401","福岡県 小竹町","","7,810","","3,658","","4,152","","740","","388","","352","","4,156","","2,106","","2,050","","2,907","","1,157","","1,750",""
"2015100000","2015年度","40402","福岡県 鞍手町","","16,007","","7,529","","8,478","","1,815","","903","","912","","8,657","","4,240","","4,417","","5,527","","2,382","","3,145",""
"2015100000","2015年度","40421","福岡県 桂川町","","13,496","","6,325","","7,171","","1,725","","924","","801","","7,694","","3,730","","3,964","","4,065","","1,666","","2,399",""
"2015100000","2015年度","40447","福岡県 筑前町","","29,306","","13,879","","15,427","","4,038","","2,087","","1,951","","16,982","","8,322","","8,660","","8,270","","3,459","","4,811",""
"2015100000","2015年度","40448","福岡県 東峰村","","2,174","","987","","1,187","","222","","114","","108","","1,071","","541","","530","","881","","332","","549",""
"2015100000","2015年度","40503","福岡県 大刀洗町","","15,138","","7,188","","7,950","","2,177","","1,120","","1,057","","9,023","","4,422","","4,601","","3,924","","1,637","","2,287",""
"2015100000","2015年度","40522","福岡県 大木町","","14,176","","6,714","","7,462","","2,253","","1,166","","1,087","","8,257","","4,014","","4,243","","3,651","","1,523","","2,128",""
"2015100000","2015年度","40544","福岡県 広川町","","20,183","","9,672","","10,511","","2,900","","1,470","","1,430","","11,723","","5,862","","5,861","","5,443","","2,264","","3,179",""
"2015100000","2015年度","40601","福岡県 香春町","","10,861","","5,004","","5,857","","1,256","","620","","636","","5,515","","2,706","","2,809","","4,044","","1,658","","2,386",""
